"id","piping_class_id","section_no","piping_component_id","valve_id","size_desc","description","created_at","updated_at"
1473,43,0,10,195,"2"" & LARGER","CLASS 300 STEEL : SWING, RAISED FACE FLANGED",,
1474,43,0,10,443,"1/2"" - 1-1/2""","CLASS 800 STEEL : HORIZONTAL LIFT, SOCKETWELD",,
1475,43,0,13,,"1/2"" - 3/4""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 6000",,
1476,43,0,13,,"1"" - 1-1/2""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 3000",,
1477,43,0,13,,"2"" - 24""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
1478,43,0,16,,"1/2"" - 3/4""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, SCHEDULE 160 BORE",,
1479,43,0,16,,"1"" - 1-1/2""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, XS BORE",,
1480,43,0,16,,"2"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
1481,43,0,16,,"1/2"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : BLIND",,
1482,43,0,20,,"ALL","SPIRAL WOUND TYPE 304SS WITH FLEXIBLE GRAPHITE FILLER, 1/8"" THICK CENTERING RING",,
1483,43,0,21,116,"1/2"" - 1-1/2""","CLASS 300 STEEL : RAISED FACE FLANGED API 602",,
1484,43,0,21,126,"2"" & LARGER","CLASS 300 STEEL : RAISED FACE FLANGED API 600",,
1485,43,0,21,379,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD API 602",,
1486,43,0,21,388,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD/SCREWED API 602",,
1487,43,0,23,672,"3/4""","4000# - 6000# MALE SOCKETWELD END : STEEL BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
1488,43,0,24,165,"2"" - 12""","CLASS 300 STEEL : RAISED FACE FLANGED",,
1489,43,0,24,422,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD",,
1490,43,0,37,222,"2"" & LARGER","CLASS 800 STEEL : RAISED FACE FLANGED, METAL SEATED",,
1491,43,0,37,354,"1"" - 1-1/2""","CLASS 600 STEEL : SOCKETWELD",,
1492,43,0,42,,"2"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
1493,43,0,43,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
1494,43,0,43,,"1"" - 1-1/2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
1495,43,0,43,,"2"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : CALCULATE WALL THICKNESS (STD. WT. MIN.)",,
1496,43,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A105 ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
1497,43,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGE I-14 THRU I-22.",,
1498,43,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
1499,43,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
1500,43,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
1501,44,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
1502,44,0,7,,"ALL","SEE CHART BC-11",,
1503,44,0,10,186,"1"" - 8""","CLASS 300 ALLOY 20 : SWING TYPE, RAISED FACE FLANGED",,
1504,44,0,13,,"1/2"" - 3/4""","WELDED ALLOY 20, BUTTWELDING , ASTM B366 UNS N08020, ASME B16.9 : SCHEDULE 160",,
1505,44,0,13,,"1"" - 1-1/2""","WELDED ALLOY 20, BUTTWELDING , ASTM B366 UNS N08020, ASME B16.9 : XS WEIGHT",,
1506,44,0,13,,"2"" - 14""","WELDED ALLOY 20, BUTTWELDING , ASTM B366 UNS N08020, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
1507,44,0,16,,"1/2"" - 3/4""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, SCHEDULE 160 BORE",,
1508,44,0,16,,"1"" - 1-1/2""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, XS BORE",,
1509,44,0,16,,"2"" - 14""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
1510,44,0,16,,"1/2"" - 14""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : BLIND",,
1511,44,0,20,,"ALL","1/16"" GYLON, FAWN, GARLOCK STYLE NO. 3500 OR EQUAL",,
1512,44,0,21,130,"1/2"" - 1-1/2""","CLASS 300 ALLOY 20 : SOCKETWELD/SCREWED",,
1513,44,0,21,117,"1"" - 8""","CLASS 300 ALLOY 20 : RAISED FACE FLANGED",,
1514,44,0,24,168,"1"" - 6""","CLASS 300 ALLOY 20 : RAISED FACE FLANGED",,
1515,44,0,42,,"2"" - 14""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
1516,44,0,43,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
1517,44,0,43,,"1"" - 1-1/2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
1518,44,0,43,,"2"" - 14""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : CALC WALL THICKNESS (STD WEIGHT MINIMUM)",,
1519,44,0,47,208,"1/2"" - 8""","CLASS 300 ALLOY 20, SLEEVELINE : RAISED FACE FLANGED",,
1520,44,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A105, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
1521,44,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
1522,44,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
1523,44,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
1524,44,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
1525,45,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
1526,45,0,7,,"ALL","SEE CHART BC-9",,
1527,45,0,10,192,"2"" - 14""","CLASS 300 STEEL : SWING, WELD-END, STD WT BORE",,
1528,45,0,10,195,"2"" & LARGER","CLASS 300 STEEL : SWING, RAISED FACE FLANGED",,
1529,45,0,10,443,"1/2"" - 1-1/2""","CLASS 800 STEEL : HORIZONTAL LIFT, SOCKETWELD",,
1530,45,0,13,,"1/2"" - 1-1/2""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 3000",,
1531,45,0,13,,"2"" - 14""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : STD WEIGHT",,
1532,45,0,13,,"16"" - 24""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
1533,45,0,16,,"1/2"" - 1-1/2""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, XS BORE",,
1534,45,0,16,,"2"" - 14""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, STD WEIGHT BORE",,
1535,45,0,16,,"16"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
1536,45,0,16,,"1/2"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : BLIND",,
1537,45,0,20,,"ALL","SPIRAL WOUND TYPE 304SS WITH FLEXIBLE GRAPHITE FILLER, 1/8"" THICK CENTERING RING",,
1538,45,0,21,116,"1/2"" - 1-1/2""","CLASS 300 STEEL : RAISED FACE FLANGED API 602",,
1539,45,0,21,126,"2"" & LARGER","CLASS 300 STEEL : RAISED FACE FLANGED API 600",,
1540,45,0,21,134,"2"" - 14""","CLASS 300 STEEL : WELD-END, STD WT BORE",,
1541,45,0,21,379,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD API 602",,
1542,45,0,21,388,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD/SCREWED API 602",,
1543,45,0,23,672,"3/4""","4000# - 6000# MALE SOCKETWELD END : STEEL BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
1544,45,0,24,156,"2"" - 12""","CLASS 300 STEEL : WELD-END, STD WT BORE",,
1545,45,0,24,165,"2"" - 12""","CLASS 300 STEEL : RAISED FACE FLANGED",,
1546,45,0,24,422,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD",,
1547,45,0,42,,"2"" - 14""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, STD WEIGHT BORE",,
1548,45,0,42,,"16"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
1549,45,0,43,,"1/2"" - 1-1/2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
1550,45,0,43,,"2"" - 14""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
1551,45,0,43,,"16"" - 24""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : CALCULATE WALL THICKNESS (STD WEIGHT MINIMUM)",,
1552,45,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A105 ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
1553,45,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
1554,45,0,52,,"3/4""","600 PSIG ALLOY STEEL BODY ASTM A182 GR F11, SOCKETWELD : YARWAY SERIES 721 WITH INTEGRAL STRAINER & BLOWDOWN VALVE (FOR C.P. ONLY. FOR LAR, SEE DWG P-0132-31305D)",,
1555,45,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
1556,45,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
1557,45,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
1558,46,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
1559,46,0,7,,"ALL","SEE CHART BC-9",,
1560,46,0,10,193,"1/2"" - 12""","CLASS 300 MONEL : SWING, RAISED FACE FLANGED",,
1561,46,0,13,,"1/2"" - 1-1/2""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 3000",,
1562,46,0,13,,"2"" - 12""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : STD WEIGHT",,
1563,46,0,16,,"1/2"" - 1-1/2""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, XS BORE",,
1564,46,0,16,,"2"" - 12""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, STD WEIGHT BORE",,
1565,46,0,16,,"1/2"" - 12""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : BLIND",,
1566,46,0,20,,"ALL","1/16"" THICK NON-ASBESTOS, GARLOCK GYLON STYLE 3502 FOR OXYGEN SERVICE OR EQUAL",,
1567,46,0,21,124,"1/2"" - 12""","CLASS 300 MONEL : RAISED FACE FLANGED",,
1568,46,0,24,163,"1/2"" - 12""","CLASS 300 MONEL : RAISED FACE FLANGED",,
1569,46,0,43,,"1/2"" -1-1/ 2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
1570,46,0,43,,"2"" - 12""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : STANDARD WEIGHT",,
1571,46,0,48,,"1/2"" - 1-1/2""","STEEL, ASTM A105, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
1572,46,0,65,,"ALL","NONE - USE FLANGES",,
1573,46,1,13,,"1/2"" - 1-1/2""","FORGED MONEL, ASTM B164, SOCKETWELD : CLASS 3000",,
1574,46,1,16,,"1/2"" - 1-1/2""","FORGED MONEL, ASTM B164 : SOCKETWELD,SCH. 80 BORE",,
1575,46,1,16,,"2"" - 12""","FORGED MONEL, ASTM B164 : WELDNECK, SCH. 40 BORE",,
1576,46,1,16,,"1/2"" - 12""","FORGED MONEL, ASTM B164 : BLIND",,
1577,46,1,43,,"1/2"" - 1-1/2""","SEAMLESS MONEL, ASTM B165 : SCH. 80",,
1578,46,1,43,,"2"" - 12""","SEAMLESS MONEL, ASTM B165 : SCH. 40",,
1579,46,1,48,,"1/2"" - 1-1/2""","FORGED MONEL, ASTM B164, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
1580,46,1,50,,"ALL","MONEL PIPING",,
1581,47,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
1582,47,0,7,,"ALL","SEE CHART BC-10",,
1583,47,0,10,195,"2"" - 6""","CLASS 300 STEEL : SWING, RAISED FACE FLANGED",,
1584,47,0,10,446,"1/2"" - 1-1/2""","CLASS 800 STEEL : HORIZONTAL LIFT, SCREWED",,
1585,47,0,13,,"1/2"" - 1-1/2""","FORGED STEEL GALVANIZED SCREWED ASTM A105, ANSI B16.11 : CLASS 2000",,
1586,47,0,13,,"2"" - 6""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : STD WEIGHT",,
1587,47,0,16,,"1/2"" - 1-1/2""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : SCREWED",,
1588,47,0,16,,"2"" - 6""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, STD WEIGHT BORE",,
1589,47,0,16,,"2"" - 6""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : REDUCING, SLIP-ON",,
1590,47,0,16,,"1/2"" - 6""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : BLIND",,
1591,47,0,20,,"ALL","1/16"" THICK COMPRESSED ASBESTOS DURABLA BLACK OR EQUAL (FOR LAR ONLY)",,
1592,47,0,20,,"ALL","1/16"" THICK FLEXIBLE GRAPHITE SHEET WITH 316SS TANG METAL INSERT. UNION CARBIDE GHE OR EQUAL (FOR CP ONLY)",,
1593,47,0,21,116,"1/2"" - 1-1/2""","CLASS 300 STEEL : RAISED FACE FLANGED API 602",,
1594,47,0,21,126,"2"" - 6""","CLASS 300 STEEL : RAISED FACE FLANGED API 600",,
1595,47,0,21,385,"1/2"" - 1-1/2""","CLASS 800 STEEL : SCREWED API 602",,
1596,47,0,23,674,"3/4""","4000# - 6000# MALE SCREWED END : STEEL BAR STOCK 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
1597,47,0,24,165,"2"" - 6""","CLASS 300 STEEL : RAISED FACE FLANGED",,
1598,47,0,24,426,"1/2"" - 1-1/2""","CLASS 800 STEEL : SCREWED API 602",,
1599,47,0,42,,"2"" - 6""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SCREWED TAPS : WELDING NECK, STD WEIGHT BORE",,
1600,47,0,43,,"1/2"" - 1-1/2""","WELDED GALVANIZED STEEL ASTM A53 GR B : XS WEIGHT, THREADED",,
1601,47,0,43,,"2"" - 6""","SEAMLESS STEEL ASTM A53 GR B OR API 5L GR B, ASME B36.10M : STD WEIGHT",,
1602,47,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A105, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
1603,47,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
1604,47,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
1605,47,0,65,,"1/2"" - 1-1/2""","FORGED STEEL GALVANIZED SCREWED ASTM A105 : CLASS 3000, INTEGRAL SEAT",,
1606,47,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
1607,48,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
1608,48,0,7,,"ALL","SEE CHART BC-9",,
1609,48,0,10,195,"2"" & LARGER","CLASS 300 STEEL : SWING, RAISED FACE FLANGED",,
1610,48,0,10,192,"2"" - 14""","CLASS 300 STEEL : SWING, WELD-END STD WT BORE",,
1611,48,0,10,443,"1/2"" - 1-1/2""","CLASS 800 STEEL : HORIZONTAL LIFT, SOCKETWELD",,
1612,48,0,13,,"1/2"" - 1-1/2""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 3000",,
1613,48,0,13,,"2"" - 14""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : STD WEIGHT",,
1614,48,0,13,,"16"" - 24""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
1615,48,0,16,,"1/2"" - 1-1/2""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, XS BORE",,
1616,48,0,16,,"2"" - 14""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, STD WEIGHT BORE",,
1617,48,0,16,,"16"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
1618,48,0,16,,"1/2"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : BLIND",,
1619,48,0,20,,"ALL","SPIRAL WOUND TYPE 304SS WITH FLEXIBLE GRAPHITE FILLER, 1/8"" THICK CENTERING RING",,
1620,48,0,21,116,"1/2"" - 1-1/2""","CLASS 300 STEEL : RAISED FACE FLANGED API 602",,
1621,48,0,21,126,"2"" & LARGER","CLASS 300 STEEL : RAISED FACE FLANGED API 600",,
1622,48,0,21,134,"2"" - 14""","CLASS 300 STEEL : WELD-END, STD WT BORE",,
1623,48,0,21,379,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD API 602",,
1624,48,0,21,388,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD/SCREWED API 602",,
1625,48,0,23,672,"3/4""","4000# - 6000# MALE SOCKETWELD END : STEEL BAR STOCK 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
1626,48,0,24,165,"2"" - 12""","CLASS 300 STEEL : RAISED FACE FLANGED",,
1627,48,0,24,156,"2"" - 12""","CLASS 300 STEEL : WELD-END, STD WT BORE",,
1628,48,0,24,422,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD",,
1629,48,0,42,,"2"" - 14""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, STD WEIGHT BORE",,
1630,48,0,42,,"16"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
1631,48,0,43,,"1/2"" - 1-1/2""","SEAMLESS STEEL ASME SA106 GR B OR ASME SA53 GR B, ASME B36.10M, COLOR CODED MILL CERTS REQUIRED FOR ALL PIPE : XS WEIGHT",,
1632,48,0,43,,"2"" - 14""","SEAMLESS STEEL ASME SA53 GR B ASME B36.10M, COLOR CODED MILL CERTS REQUIRED FOR ALL PIPE : STD WEIGHT",,
1633,48,0,43,,"16"" - 24""","SEAMLESS STEEL ASME SA53 GR B ASME B36.10M, COLOR CODED MILL CERTS REQUIRED FOR ALL PIPE : CALCULATE WALL THICKNESS (STD WEIGHT MINIMUM)",,
1634,48,0,48,,"1/2"" - 1-1/2""","STEEL ASTM A105, ANSI B16.11 : ROUND HEAD SOLID, SCREWED",,
1635,48,0,49,,"ALL","SEE DWG APCO-DWG-P-38 IN ENGINEERING STD. 202 (C.P. ONLY). FOR LAR, SEE DWG I-24502, PAGES I-14 THRU I-22.",,
1636,48,0,54,227,"3"" - 12""","CLASS 300 STEEL : GLOBE TYPE, RAISED FACE FLANGED",,
1637,48,0,54,228,"3"" - 12""","CLASS 300 STEEL : ANGLE TYPE, RAISED FACE FLANGED",,
1638,48,0,54,229,"3"" - 12""","CLASS 300 STEEL : GLOBE TYPE, WELD-END, STD WT",,
1639,48,0,54,230,"3"" - 12""","CLASS 300 STEEL : ANGLE TYPE, WELD-END, STD WT",,
1640,48,0,56,,"ALL","SEE DWG APCO-DWG-P-30 IN ENGINEERING STD. 202",,
1641,48,0,65,,"ALL","NOT ALLOWED - USE FLANGES",,
1642,48,0,66,,"ALL","SEE DWG APCO-DWG-P-37 IN ENGINEERING STD. 202",,
1643,49,0,1,218,"1/2"" - 1-1/2""","CLASS 300 STEEL RF FLGD (200F MAX.) : TFE SEAT, FLOATING BALL, WR OPR",,
1644,49,0,1,218,"2"" - 4""","CLASS 300 STEEL RF FLGD (200F MAX.) : TFE SEAT, FLOATING BALL, WR OPR",,
1645,49,0,1,218,"6"" ONLY","CLASS 300 STEEL RF FLGD (200F MAX.) : TFE SEAT, FLOATING BALL, GR OPR",,
1646,49,0,1,360,"1/2"" - 1-1/2""","STEEL FLOATING BALL, 1000 PSIG (200F MAX) : TFE SEAT, SOCKETWELD, WR OPR",,
1647,49,0,1,361,"1/2"" - 1-1/2""","STEEL FLOATING BALL, 1000 PSIG (200F MAX) : TFE SEAT, SW/SCRD, WR OPR",,
1648,49,0,4,410,"1/2""-1-1/2""","CLASS 800 STEEL : SOCKETWELD API 602",,
1649,49,0,4,411,"1/2""-1-1/2""","CLASS 800 STEEL : SOCKETWELD/SCREWED API 602",,
1650,49,0,4,150,"1/2""-1-1/2""","CLASS 300 STEEL : RAISED FACE FLGD. API 602",,
1651,49,0,4,150,"2"" ONLY","CLASS 300 STEEL : RAISED FACE FLANGED",,
1652,49,0,5,436,"1/2""-1-1/2""","CLASS 800 STEEL : SOCKETWELD",,
1653,49,0,5,181,"2"" ONLY","CLASS 300 STEEL : RAISED FACE FLANGED",,
1654,49,0,6,,"ALL","ASTM A193, B7 STUD, WITH 2 HEAVY HEXNUTS ASTM A194, GR 2H",,
1655,49,0,7,,"ALL","SEE CHART BC-9",,
1656,49,0,10,191,"2"" & LARGER","CLASS 300 STEEL : SWING, RAISED FACE FLANGED",,
1657,49,0,10,444,"1/2"" - 1-1/2""","CLASS 800 STEEL : HORIZONTAL LIFT, SOCKETWELD",,
1658,49,0,13,,"1/2"" - 3/4""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 6000",,
1659,49,0,13,,"1"" - 1-1/2""","FORGED STEEL SOCKETWELD ASTM A105, ANSI B16.11 : CLASS 3000",,
1660,49,0,13,,"2"" ONLY","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : XS WEIGHT",,
1661,49,0,13,,"3"" - 10""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : STD WEIGHT",,
1662,49,0,13,,"12"" - 24""","SEAMLESS STEEL BUTTWELDING ASTM A234 GR WPB, ASME B16.9 : WALL THICKNESS TO MATCH PIPE",,
1663,49,0,16,,"1/2"" - 3/4""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, SCHEDULE 160 BORE",,
1664,49,0,16,,"1"" - 1-1/2""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : SOCKETWELD, XS BORE",,
1665,49,0,16,,"2"" ONLY","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, XS BORE",,
1666,49,0,16,,"3"" - 10""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, STD WEIGHT BORE",,
1667,49,0,16,,"12"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : WELDING NECK, BORE TO MATCH PIPE",,
1668,49,0,16,,"1/2"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.5 : BLIND",,
1669,49,0,20,,"ALL","1/16"" THICK COMPRESSED ASBESTOS DURABLA BLACK OR EQUAL (FOR LAR ONLY)",,
1670,49,0,20,,"ALL","1/16"" THICK FLEXIBLE GRAPHITE SHEET WITH 316SS TANG METAL INSERT. UNION CARBIDE GHE OR EQUAL (FOR CP ONLY)",,
1671,49,0,21,118,"1/2"" - 1-1/2""","CLASS 300 STEEL : RAISED FACE FLANGED API 602",,
1672,49,0,21,119,"2"" & LARGER","CLASS 300 STEEL : RAISED FACE FLANGED API 600",,
1673,49,0,21,380,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD API 602",,
1674,49,0,21,381,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD/SCREWED API 602",,
1675,49,0,23,672,"3/4""","4000# - 6000# MALE SOCKETWELD END : STEEL BAR STOCK, 1/2"" FNPT SIDE OUTLETS, INTEGRAL BLEED VALVE",,
1676,49,0,24,159,"2"" - 12""","CLASS 300 STEEL : RAISED FACE FLANGED",,
1677,49,0,24,423,"1/2"" - 1-1/2""","CLASS 800 STEEL : SOCKETWELD",,
1678,49,0,39,225,"2"" & LARGER","CLASS 300 STEEL : RAISED FACE FLANGED, TFE SEAT",,
1679,49,0,39,356,"1"" - 1-1/2""","CLASS 600 STEEL : SOCKETWELD",,
1680,49,0,42,,"2"" ONLY","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, XS BORE",,
1681,49,0,42,,"3"" - 10""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, STD WEIGHT BORE",,
1682,49,0,42,,"12"" - 24""","CLASS 300 STEEL RAISED FACE ASTM A105 ASME B16.36, WITH JACK SCREWS AND 1/2"" SOCKETWELD TAPS : WELDING NECK, BORE TO MATCH PIPE",,
1683,49,0,43,,"1/2"" - 3/4""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : SCHEDULE 160",,
1684,49,0,43,,"1"" - 1-1/2""","SEAMLESS STEEL ASTM A106 GR B OR ASTM A53 GR B, ASME B36.10M : XS WEIGHT",,
