Valve_No,Valve_Comp_Name,Component_Text,Last_Updt_Id,Last_Updt_Date
V03450,BODY                                              ,FORGED STAINLESS STEEL\, ASTM A182\, GR F316L,,
V03450,BONNET                                            ,WELDED\, OS&Y,,
V03450,DISC                                              ,PLUG TYPE,,
V03450,ENDS                                              ,SOCKETWELD,,
V03450,OPERATOR                                          ,HANDWHEEL,,
V03450,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V03450,PORT                                              ,NA,,
V03450,RATING                                            ,ASME CLASS 300,,
V03450,STANDARD                                          ,API 602,,
V03450,STEM                                              ,316 STAINLESS STEEL,,
V03450,TRIM                                              ,PLUG AND SEAT: 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCS41CR ,1997-8-19
V03450,TYPE                                              ,GLOBE\, BELLOWS SEAL,,
V03451,BELLOWS                                           ,WELDED HYDROFORMED INCONEL 625\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-2-12
V03451,BODY                                              ,FORGED STAINLESS STEEL\, ASTM A182\, GR F316,,
V03451,BONNET                                            ,WELDED\, OS&Y,,
V03451,DISC                                              ,PLUG TYPE,,
V03451,ENDS                                              ,RAISED FACE FLANGED (125 - 250 AARH),,
V03451,OPERATOR                                          ,HANDWHEEL,,
V03451,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V03451,PORT                                              ,NA,,
V03451,RATING                                            ,ASME CLASS 300,,
V03451,STANDARD                                          ,API 602,,
V03451,STEM                                              ,316 STAINLESS STEEL,,
V03451,TRIM                                              ,PLUG AND SEAT: 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCS41CR ,1997-8-18
V03451,TYPE                                              ,GLOBE\, BELLOWS SEAL,,
V03452,BELLOWS                                           ,WELDED HYDROFORMED INCONEL 625\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-1-29
V03452,BODY                                              ,CARBON STEEL; ASTM A105,,
V03452,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-1-29
V03452,DISC                                              ,PLUG TYPE,,
V03452,ENDS                                              ,RAISED FACE FLANGED,,
V03452,OPERATOR                                          ,HANDWHEEL,,
V03452,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V03452,PORT                                              ,NA,,
V03452,RATING                                            ,ASME CLASS 300,,
V03452,STANDARD                                          ,API 602,,
V03452,STEM                                              ,316 STAINLESS STEEL,,
V03452,TRIM                                              ,DISC AND SEAT: 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCS41CR ,1997-8-18
V03452,TYPE                                              ,GLOBE\, BELLOWS SEAL,,
V03453,BELLOWS                                           ,WELDED HYDROFORMED INCONEL 625\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-2-12
V03453,BODY                                              ,FORGED STAINLESS STEEL\, ASTM A182\, GR F316,,
V03453,BONNET                                            ,WELDED\, OS&Y,,
V03453,DISC                                              ,PLUG TYPE,,
V03453,ENDS                                              ,RAISED FACE FLANGED,,
V03453,OPERATOR                                          ,HANDWHEEL,,
V03453,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,,
V03453,PORT                                              ,NA,,
V03453,RATING                                            ,ASME CLASS 300,,
V03453,STANDARD                                          ,API 602,,
V03453,STEM                                              ,316 STAINLESS STEEL,,
V03453,TRIM                                              ,PLUG AND SEAT: 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCS41CR ,1997-8-18
V03453,TYPE                                              ,GLOBE\, BELLOWS SEAL,,
V03454,BELLOWS                                           ,WELDED HYDROFORMED 321 STAINLESS STEEL\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-1-29
V03454,BODY                                              ,CARBON STEEL; ASTM A105,PCSSME  ,1997-1-29
V03454,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-1-29
V03454,DISC                                              ,PLUG TYPE,PCSSME  ,1997-1-29
V03454,ENDS                                              ,RAISED FACE FLANGED,PCSSME  ,1997-1-29
V03454,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1997-1-29
V03454,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1997-1-29
V03454,PORT                                              ,NA,PCSSME  ,1997-1-29
V03454,RATING                                            ,ASME CLASS 300,PCSSME  ,1997-1-29
V03454,STANDARD                                          ,API 602,PCSSME  ,1997-1-29
V03454,STEM                                              ,316 STAINLESS STEEL,PCSSME  ,1997-1-29
V03454,TRIM                                              ,DISC AND SEAT: 316 STAINLESS STEEL\, CO CR-A HARDFACED,PCS41CR ,1997-8-18
V03454,TYPE                                              ,GLOBE\, BELLOWS SEAL,PCSSME  ,1997-1-29
V03455,BELLOWS                                           ,WELDED HYDROFORMED 321 STAINLESS STEEL\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-1-30
V03455,BODY                                              ,FORGED 1 1/4 CR - 1/2 MO: ASTM A182\, GR F11,PCSSME  ,1997-1-30
V03455,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-1-30
V03455,DISC                                              ,PLUG TYPE,PCSSME  ,1997-1-30
V03455,ENDS                                              ,RAISED FACE FLANGED (125 - 250 AARH FACING),PCSSME  ,1997-1-30
V03455,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1997-1-30
V03455,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1997-1-30
V03455,PORT                                              ,NA,PCSSME  ,1997-1-30
V03455,RATING                                            ,ASME CLASS 300,PCSSME  ,1997-1-30
V03455,STANDARD                                          ,API 602,PCSSME  ,1997-1-30
V03455,STEM                                              ,11 - 13% CR.,PCSSME  ,1997-1-30
V03455,TRIM                                              ,PLUG AND SEAT: 11 - 13% CR\, CO CR-A HARDFACED,PCS41CR ,1997-8-18
V03455,TYPE                                              ,GLOBE\, BELLOWS SEAL,PCSSME  ,1997-1-30
V03456,BELLOWS                                           ,WELDED HYDROFORMED 321 STAINLESS STEEL\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-1-30
V03456,BODY                                              ,FORGED 1 1/4 CR - 1/2 MO: ASTM A182\, GR F11,PCSSME  ,1997-1-30
V03456,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-1-30
V03456,DISC                                              ,PLUG TYPE,PCSSME  ,1997-1-30
V03456,ENDS                                              ,RING JOINT FLANGED,PCSSME  ,1997-1-30
V03456,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1997-1-30
V03456,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1997-1-30
V03456,PORT                                              ,NA,PCSSME  ,1997-1-30
V03456,RATING                                            ,ASME CLASS 300,PCSSME  ,1997-1-30
V03456,SERVICE                                           ,HYDROGEN AT 1025F MAXIMUM DESIGN TEMPERATURE.,PCSSME  ,1997-1-30
V03456,STANDARD                                          ,API 602,PCSSME  ,1997-1-30
V03456,STEM                                              ,11 - 13% CR.,PCSSME  ,1997-1-30
V03456,TRIM                                              ,PLUG AND SEAT: 11 - 13% CR\, CO CR-A HARDFACED,PCS41CR ,1997-8-18
V03456,TYPE                                              ,GLOBE\, BELLOWS SEAL,PCSSME  ,1997-1-30
V03457,BELLOWS                                           ,WELDED HYDROFORMED INCONEL 625\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-2-6
V03457,BODY                                              ,FORGED 5 CR - 1/2 MO: ASTM A182\, GR F5,PCSSME  ,1997-1-30
V03457,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-2-6
V03457,DISC                                              ,PLUG TYPE,PCSSME  ,1997-1-30
V03457,ENDS                                              ,RAISED FACE FLANGED,PCSSME  ,1997-1-30
V03457,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1997-1-30
V03457,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1997-1-30
V03457,PORT                                              ,NA,PCSSME  ,1997-1-30
V03457,RATING                                            ,ASME CLASS 300,PCSSME  ,1997-1-30
V03457,STANDARD                                          ,API 602,PCSSME  ,1997-1-30
V03457,STEM                                              ,11 - 13% CR.,PCSSME  ,1997-1-30
V03457,TRIM                                              ,PLUG AND SEAT: 11 - 13% CR\, CO CR-A HARDFACED,PCS41CR ,1997-8-18
V03457,TYPE                                              ,GLOBE\, BELLOWS SEAL,PCSSME  ,1997-1-30
V03458,BELLOWS                                           ,WELDED HYDROFORMED 321 STAINLESS STEEL\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-2-6
V03458,BODY                                              ,FORGED 5 CR - 1/2 MO: ASTM A182\, GR F5,PCSSME  ,1997-2-6
V03458,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-2-6
V03458,DISC                                              ,PLUG TYPE,PCSSME  ,1997-2-6
V03458,ENDS                                              ,RING JOINT FLANGED,PCSSME  ,1997-2-6
V03458,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1997-2-6
V03458,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1997-2-6
V03458,PORT                                              ,NA,PCSSME  ,1997-2-6
V03458,RATING                                            ,ASME CLASS 300,PCSSME  ,1997-2-6
V03458,STANDARD                                          ,API 602,PCSSME  ,1997-2-6
V03458,STEM                                              ,11 - 13% CR.,PCSSME  ,1997-2-6
V03458,TRIM                                              ,PLUG AND SEAT: 11 - 13% CR\, CO CR-A HARDFACED,PCS41CR ,1997-8-18
V03458,TYPE                                              ,GLOBE\, BELLOWS SEAL,PCSSME  ,1997-2-6
V03459,BELLOWS                                           ,WELDED HYDROFORMED 321 STAINLESS STEEL\, BELLOWS TO BE WELDED TO TOP AND BOTTOM SEAL RINGS\, REFER TO FIGURE 1 OF THE VALVE PROCUREMENT SPECIFICATION.,PCSSME  ,1997-2-11
V03459,BODY                                              ,FORGED 9 CR - 1 MO: ASTM A182\, GR F9,PCSSME  ,1997-2-11
V03459,BONNET                                            ,BOLTED\, OS&Y,PCSSME  ,1997-2-11
V03459,DISC                                              ,PLUG TYPE,PCSSME  ,1997-2-11
V03459,ENDS                                              ,RAISED FACE FLANGED,PCSSME  ,1997-2-11
V03459,OPERATOR                                          ,HANDWHEEL,PCSSME  ,1997-2-11
V03459,PACKING                                           ,DIE-FORMED FLEXIBLE GRAPHITE WITH TOP AND BOTTOM RING OF BRAIDED CARBON YARN.,PCSSME  ,1997-2-11
V03459,PORT                                              ,NA,PCSSME  ,1997-2-11
V03459,RATING                                            ,ASME CLASS 300,PCSSME  ,1997-2-11
