Class_Code,Service,Flange_Rating,Max_Pressure,Max_Temp,Corrosion_Allow,Piping_Material,Small_Fitting,Valve_Body_Mtl,Valve_Trim,Gasket_Material,Gasket_Bolting,Instr_Spec,Comments,Last_Updt_Id,Last_Updt_date,Special_Note,Maintenance_Note
GJ  ,"HYDROCARBON, HYDROCARBON/HYDROGEN MIXTURE",CL 900 RF,ASME B16.5,600F,"0.063""",304L SS,CL 3000 SW,316/316L SS,316SS/STEL,SPIRAL WOUND,B7 STUD,S-05, ,,2008-1-12,"A. THE MINIMUM WALL THICKNESS REQUIREMENT FOR PIPE SIZES 3"" - 24"" HAS BEEN INCREASED FROM THE ORIGINAL MINIMUM SCHEDULE 10S.  WHEN MODIFYING EXISTING PIPING, VERIFY WALL THICKNESS.",
GOT ,H2 OR H2HC MIXTURES,CL 900 RF,ASME B16.5,750F,See Comments,CS W/ALLOY 625 OVERLAY,ALLOY 825,SOLID 825,ALLOY 825,SPIRAL WOUND - ALLOY 825,B7 STUD,S-02,"0.031"" CA FOR SOLID ALLOY NO CA FOR OVERLAYED (0.15"") CS",,2009-1-28,"1.  ONE RUN OFF TAB FOR EACH PIPE LENGTH OF WELD OVERLAYED PIPE IS REQUIRED FOR CHEMISTRY CHECK.  2.  PERFORM 100% VISUAL INSPECTION ON WELD OVERLAY.  NO VISIBLE VALLEYS BETWEEN WELD BEADS ON OVERLAYED PIPING AND FITTINGS  3.  FLANGE FACES SHALL BE WELD OVERLAYED ON SEALING FACE AND MACHINED TO 125 TO 250 AARH.  4.  ADD 3/16"" TO THROUGH HUB DIMENSIONS ON THE WELD NECK FLANGES FOR BOTH RAISED FACE AND RING JOINT FLANGES TO      ALLOW FOR DOUBLE OVERLAY ON FLANGE FACES.  5.  ALL WELDING SHALL BE PERFORMED USING ALLOY UNS NO6625 WELDING CONSUMABLES",
GQ  ,H2 OR H2HC MIXTURES (H2 PARTIAL PRESSURE 50 PSIA OR GREATER),CL 900 RJ,ASME B16.5,1000F,"0.0625""",321SS,CL 3000 SW,347SS,347SS/ STEL,347SS  OVAL RING,B16 STUD,S-05,PWHT FOR SERVICE,,2008-1-12,"A. DRAIN AND LOW POINT PIPING MATERIALS FOR DRAIN AND LOW POINT PIPING SHALL BE INCOLOY ALLOY 825 FOR WELDOLET, SOCKOLET AND PIPE NIPPLE(S), AND 347 STAINLESS STEEL BLOCK VALVE(S) (DOUBLE BLOCK). PIPING DOWNSTREAM OF THE SECOND BLOCK VALVE MAY BE 321 STAINLESS STEEL. THE INCOLOY ALLOY 825 SHALL CONFORM TO THE FOLLOWING:  PIPE: SEAMLESS, INCOLOY ALLOY 825 (UNS N08225), ASTM B423, ANNEALED, PLAIN ENDS, ALLOWABLE STRESSES IN ACCORDANCE WITH ASME SECTION VIII DIV. 1 LATEST EDITION, CHEMICAL AND MECHANICAL PROPERTIES IN ACCORDANCE WITH THE INCO ALLOYS INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"",  LATEST EDITION.  1/2"" - 1-1/2"" SCHEDULE 80S 2"" & LARGER CALC WALL THICKNESS  FLANGES: CLASS 1500, RTJ, FORGED INCOLOY 825 (UNS N08225), ASTM B564, ANNEALED, ALLOWABLE STRESSES IN ACCORDANCE WITH  INCO ALLOY INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"", LATEST EDITION. THE FINISHED PRODUCT SHALL BE LIQUID PENETRANT EXAMINED ON ALL ACCESSIBLE SURFACES IN ACCORDANCE WITH ASTM RECOMMENDED PRACTICE E 165.  1/2"" - 1-1/2"" SOCKETWELD, SCHEDULE 80S BORE 2"" & LARGER WELD NECK, BORE TO MATCH PIPE  WELDOLET/SOCKOLET: FORGED INCOLOY ALLOY 825  (UNS N08225), ASTM B564, ANNEALED, ALLOWABLE STRESSES IN ACCORDANCE WITH ASME SECTION VIII, DIV. I, LATEST EDITION, CHEMICAL AND MECHANICAL PROPERTIES IN ACCORDANCE WITH THE INCO ALLOY INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"", LATEST EDITION. THE FINISHED PRODUCT SHALL BE LIQUID PENETRANT EXAMINED ON ALL ACCESSIBLE SURFACES IN ACCORDANCE WITH ASTM RECOMMENDED PRACTICE E 165.  B. POSTWELD HEAT TREATMENT POSTWELD HEAT TREATMENT IS REQUIRED FOR 321SS PIPING BUTTWELDS (SW EXCLUDED), INCLUDING BUTTWELDS BETWEEN 321SS AND INCOLOY 825. BUTTWELDS BETWEEN PIPING AND 347SS VALVES, BETWEEN 347SS DRAIN VALVES AND INCOLOY 	825 PIPE AND ALL  WELDS IN THE 321SS PIPING DOWNSTREAM OF THE DRAIN VALVES NEED NOT BE POSTWELD HEAT TREATED.","FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND	COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
HA  ,"H2 OR H2HC MIXTURES (H2 PARTIAL PRESSURE 50 PSIA OR GREATER), HIGH PRESSURE PROCESS WATER, AMMONIA",CL 1500 RJ,ASME B16.5,500F(GOVERNED BY API941-NELSON CURVE),"0.0625""",CARBON STEEL,CL 6000 SW,CARBON STEEL,12 CR/ STEL,SOFT IRON OVAL RING,B7 STUD,S-02, ,,2008-1-12,"A. NO COPPER OR COPPER BEARING ALLOYS PERMITTED IN AMMONIA SERVICE.  B. FOR AMMONIA SERVICE, USE SINGLE SEATED VALVES, e.g., GLOBE, ORBIT. DO NOT USE DOUBLE SEATED VALVES, e.g., GATE, TWIN SEAL.  C. GATE VALVES IN SIZES 2"" AND SMALLER ARE CONSIDERED TIGHT SHUT OFF IN ACCORDANCE WITH API 598 (ZERO LEAK DURING SEAT TEST). USE GATE VALVES IN THIS SIZE RANGE IN LIEU OF ORBIT VALVES (EXCEPT IN AMMONIA SERVICE) FOR VENTS AND DRAINS, WHEN IT IS MORE ECONOMICAL.  D. THE RADIOGRAPHY REQUIREMENTS FOR VALVE BODIES AND BONNETS SPECIFIED IN THE V-SHEETS APPLY TO HYDROGEN SERVICE ONLY AND NOT TO HIGH PRESSURE PROCESS WATER.","A. EXISTING PLUG VALVES SHOULD BE REPLACED WITH ORBIT VALVES.  B. FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES. "
HA1 ,"KILL GAS, PURIFIED NITROGEN (HIGH PRESSURE)",CL 1500 RF,ASME B16.5,500F MAX.,"0.0625""",CARBON STEEL,CL 6000 SW,CARBON STEEL,12 CR/ STEL,SPIRAL WOUND,B7 STUD,S-02, ,,2008-1-12,,
HAA ,H2 OR H2HC MIXTURES (H2 PARTIAL PRESSURE 50 PSIA OR GREATER),CL 1500 RF,ASME B16.5,750F(GOVERNED BY API941-NELSON CURVE),"0.0625""",CARBON STEEL,CL 6000 SW,CARBON STEEL,12 CR/ STEL,SPIRAL WOUND,B7 STUD,S-02, ,,2009-1-19,"1.  GATE VALVES IN SIZES 2"" AND SMALLER ARE CONSIDERED TIGHT SHUT OFF IN ACCORDANCE WITH API 598 (ZERO LEAK DURING SEAT TEST). USE GATE VALVES IN THIS SIZE RANGE IN LIEU OF ORBIT VALVES FOR VENTS AND DRAINS, WHEN IT IS MORE ECONOMICAL.  2.  USE PIPE SPEC HA FOR RTJ FLANGES AND GASKETS WHEN MATING TO EXISTING CARBON STEEL CLASS 900 OR GREATER EQUIPMENT.","A. EXISTING PLUG VALVES SHOULD BE REPLACED WITH ORBIT VALVES.  B. FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
HAC ,H2 OR H2HC MIXTURES (H2 PARTIAL PRESSURE 50 PSIA OR GREATER),CL 1500 RJ,ASME B16.5,750F(GOVERNED BY API941-NELSON CURVE),"0.125""",CARBON STEEL,CL 9000 SW,CARBON STEEL,12 CR/ STEL,SOFT IRON OVAL RING,B7 STUD,S-02, ,,2008-1-12,"GATE VALVES IN SIZES 2"" AND SMALLER ARE CONSIDERED TIGHT SHUT OFF IN ACCORDANCE WITH API 598 (ZERO LEAK DURING SEAT TEST). USE GATE VALVES IN THIS SIZE RANGE IN LIEU OF ORBIT VALVES FOR VENTS AND DRAINS, WHEN IT IS MORE ECONOMICAL.","A. EXISTING PLUG VALVES SHOULD BE REPLACED WITH ORBIT VALVES.  B. FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
HACA,H2 OR H2HC MIXTURES (H2 PARTIAL PRESSURE 50 PSIA OR GREATER),CL 1500 RF,ASME B16.5,750F(GOVERNED BY API941-NELSON CURVE),"0.125""",CARBON STEEL,CL 9000 SW,CARBON STEEL,12 CR/ STEL,SPIRAL WOUND,B7 STUD,S-02, ,,2009-1-28,"1.  GATE VALVES IN SIZES 2"" AND SMALLER ARE CONSIDERED TIGHT SHUT OFF IN ACCORDANCE WITH API 598 (ZERO LEAK DURING SEAT TEST). USE GATE VALVES IN THIS SIZE RANGE IN LIEU OF ORBIT VALVES FOR VENTS AND DRAINS, WHEN IT IS MORE ECONOMICAL.  2.  USE PIPE SPEC HA FOR RTJ FLANGES AND GASKETS WHEN MATING TO EXISTING CARBON STEEL CLASS 900 OR GREATER EQUIPMENT.","A. EXISTING PLUG VALVES SHOULD BE REPLACED WITH ORBIT VALVES.  B. FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
HAD ,HYDROCARBON LIQUID & VAPOR,CL 1500 RJ,ASME B16.5,750F,"0.0625""",CARBON STEEL,CL 6000 SW,CARBON STEEL,12 CR/ STEL,SOFT IRON OVAL RING,B7 STUD,S-02, ,,2008-1-12,"GATE VALVES IN SIZES 2"" AND SMALLER ARE CONSIDERED TIGHT SHUT OFF IN ACCORDANCE WITH API 598 (ZERO LEAK DURING SEAT TEST). USE GATE VALVES IN THIS SIZE RANGE IN LIEU OF ORBIT VALVES FOR VENTS AND DRAINS, WHEN IT IS MORE ECONOMICAL.","FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
HC  ,H2 OR H2HC MIXTURES (H2 PARTIAL PRESSURE 50 PSIA OR GREATER),CL 1500 RJ,ASME B16.5,750F(GOVERNED BY API941-NELSON CURVE),"0.125""",1-1/4CR - 1/2 MO,CL 9000 SW,1-1/4CR - 1/2 MO,12 CR/ STEL,5CR - 1/2 MO OVAL RING,B7 STUD,S-05,PWHT FOR MATERIAL,,2008-1-12,ALL PRESSURE CONTAINING WELDS (SOCKETWELD OR BUTTWELD) SHALL BE STRESS RELIEVED REGARDLESS OF WALL THICKNESS. THREADED AND SEAL WELDED JOINTS ARE EXCLUDED.,"FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
HD  ,H2 OR H2HC MIXTURES (H2 PARTIAL PRESSURE 50 PSIA OR GREATER),CL 1500 RJ,ASME B16.5,750F(GOVERNED BY API941-NELSON CURVE),"0.125""",2-1/4CR - 1 MO,CL 9000 SW,2-1/4CR - 1 MO,12 CR/ STEL,5CR - 1/2 MO OVAL RING,B7 STUD,S-05,PWHT FOR MATERIAL,,2008-1-12,ALL PRESSURE CONTAINING WELDS (SOCKETWELD OR BUTTWELD) SHALL BE STRESS RELIEVED REGARDLESS OF WALL THICKNESS. THREADED AND SEAL WELDED JOINTS ARE EXCLUDED.,"FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
HEG ,H2 OR H2HC MIXTURES (H2 PARTIAL PRESSURE 50 PSIA OR GREATER),CL 1500 RJ,ASME B16.5,750F(GOVERNED BY API941-NELSON CURVE),"0.125""",5CR - 1/2 MO,CL 9000 SW,5CR - 1/2 MO,12 CR/ STEL,5CR - 1/2 MO OVAL RING,B7 STUD,S-05,PWHT FOR MATERIAL,,2008-1-12,ALL PRESSURE CONTAINING WELDS (SOCKETWELD OR BUTTWELD) SHALL BE STRESS RELIEVED REGARDLESS OF WALL THICKNESS. THREADED AND SEAL WELDED JOINTS ARE EXCLUDED.,"FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
HFA ,HYDROCARBON LIQUID AND GAS - FOR MAINTENANCE ONLY,CL 1500 RJ,ASME B16.5,975F,"0.0625""",9CR - 1 MO,CL 6000 SW,9CR - 1 MO,12 CR/ STEL,9CR - 1 MO OVAL RING,B16 STUD,S-05,PWHT FOR MATERIAL,,2008-8-11,FOR MAINTENANCE ONLY - NO NEW CONSTRUCTION  ALL PRESSURE CONTAINING WELDS (SOCKETWELD OR BUTTWELD) SHALL BE STRESS RELIEVED REGARDLESS OF WALL THICKNESS. THREADED AND SEAL WELDED JOINTS ARE EXCLUDED.,"FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
HFAA,HYDROCARBON LIQUID AND GAS,CL 1500 RF,ASME B16.5,975F,"0.0625""",9CR - 1 MO,CL 6000 SW,9CR - 1 MO,12 CR/ STEL,SPIRAL WOUND,B16 STUD,S-05,PWHT FOR MATERIAL,,2009-1-28,1.  ALL PRESSURE CONTAINING WELDS (SOCKETWELD OR BUTTWELD) SHALL BE STRESS RELIEVED REGARDLESS OF WALL THICKNESS. THREADED AND SEAL WELDED JOINTS ARE EXCLUDED.  2.  USE PIPE SPEC HFA FOR RTJ FLANGES AND GASKETS WHEN MATING TO EXISTING CARBON STEEL CLASS 900 OR GREATER EQUIPMENT.,"FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
HH  ,"SEAL OIL, LUBE OIL",CL 1500 RJ,ASME B16.5,500F,NONE,304SS,CL 3000 SW,CARBON STEEL,12 CR/ STEL,SOFT IRON  OVAL RING,B7 STUD,S-05,FLEX HOSE,,2008-1-12,"WELDED JOINTS DOWNSTREAM OF OIL FILTERS SHALL BE BUTTWELD RATHER THAN SOCKETWELD, EXCEPT VALVES. THE ROOT PASS SHALL BE MADE WITH THE GAS TUNGSTEN ARC WELDING PROCESS.",
HPCV,H2 OR H2HC MIXTURES (H2 PARTIAL PRESSURE 50 PSIA OR GREATER),CL 1500 RJ,ASME B16.5,1000F,"0.125""",HF MODIFIED/ 321SS,CL 9000 SW,347SS,347SS/ STEL,347SS OVAL RING,B16 STUD,S-05,PWHT FOR SERVICE,,2009-1-28,"A.  DRAIN AND LOW POINT PIPING MATERIALS FOR DRAIN AND LOW POINT PIPING SHALL BE INCOLOY ALLOY 825 FOR WELDOLET, SOCKOLET AND PIPE NIPPLE(S), AND 347 STAINLESS STEEL BLOCK VALVE (DOUBLE BLOCK). PIPING DOWNSTREAM OF THE SECOND BLOCK VALVE MAY BE 321 STAINLESS STEEL. THE INCOLOY ALLOY 825 SHALL CONFORM TO THE FOLLOWING:  PIPE: SEAMLESS, INCOLOY ALLOY 825 (UNS N08225), ASTM B423, ANNEALED, PLAIN ENDS, ALLOWABLE STRESSES IN ACCORDANCE WITH ASME SECTION VIII DIV. 1 LATEST EDITION, CHEMICAL AND MECHANICAL PROPERTIES IN ACCORDANCE WITH THE INCO ALLOYS INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"",  LATEST EDITION.   1/2"" - 1-1/2"" SCHEDULE XXS 2"" & LARGER CALC WALL THICKNESS  FLANGES: CLASS 1500, RTJ, FORGED INCOLOY 825 (UNS N08225), ASTM B564, ANNEALED, ALLOWABLE STRESSES IN ACCORDANCE WITH INCO ALLOY INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"", LATEST EDITION. THE FINISHED PRODUCT SHALL BE LIQUID PENETRANT EXAMINED ON ALL ACCESSIBLE SURFACES IN ACCORDANCE WITH ASTM RECOMMENDED PRACTICE E 165.  1/2"" - 1-1/2"" SOCKETWELD, SCHEDULE 80S BORE 2"" & LARGER WELD NECK, BORE TO MATCH PIPE  WELDOLET/SOCKOLET: FORGED INCOLOY ALLOY 825 (UNS N08225), ASTM B564, ANNEALED, ALLOWABLE STRESSES IN ACCORDANCE WITH ASME SECTION VIII, DIV. I, LATEST EDITION, CHEMICAL AND MECHANICAL PROPERTIES IN ACCORDANCE WITH THE INCO ALLOY INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"", LATEST EDITION. THE FINISHED PRODUCT SHALL BE LIQUID PENETRANT EXAMINED ON ALL ACCESSIBLE SURFACES IN ACCORDANCE WITH ASTM RECOMMENDED PRACTICE E 165.  B. POSTWELD HEAT TREATMENT POSTWELD HEAT TREATMENT IS REQUIRED FOR 321SS PIPING BUTTWELDS (SW EXCLUDED), INCLUDING BUTTWELDS BETWEEN 321SS AND INCOLOY 825. BUTTWELDS BETWEEN PIPING AND 347SS VALVES, BETWEEN 347SS DRAIN VALVES AND INCOLOY 825 PIPE AND ALL WELDS IN THE 321SS PIPING DOWNSTREAM OF THE DRAIN VALVES NEED NOT BE POSTWELD HEAT TREATED.     C.  USE FOR REPAIRS ONLY.  USE HQA FOR NEW PIPING DESIGN.   ","FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
HQ  ,H2 OR H2HC MIXTURES (H2 PARTIAL PRESSURE 50 PSIA OR GREATER),CL 1500 RJ,ASME B16.5,1000F,"0.0625""",321SS,CL 6000 SW,347SS,347SS/ STEL,347SS OVAL RING,B16 STUD,S-05,PWHT FOR SERVICE,,2008-1-12,"A.  DRAIN AND LOW POINT PIPING MATERIALS FOR DRAIN AND LOW POINT PIPING SHALL BE INCOLOY ALLOY 825 FOR WELDOLET, SOCKOLET AND PIPE NIPPLE(S), AND 347 STAINLESS STEEL BLOCK VALVE(S) (DOUBLE BLOCK). PIPING DOWNSTREAM OF THE SECOND BLOCK VALVE MAY BE 321 STAINLESS STEEL. THE INCOLOY ALLOY 825 SHALL CONFORM TO THE FOLLOWING:  PIPE: SEAMLESS, INCOLOY ALLOY 825 (UNS N08225), ASTM B423, ANNEALED, PLAIN ENDS, ALLOWABLE STRESSES IN ACCORDANCE WITH ASME SECTION VIII, DIV. 1, LATEST EDITION, CHEMICAL AND MECHANICAL PROPERTIES IN ACCORDANCE WITH THE INCO ALLOYS INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"",  LATEST EDITION.  1/2"" - 1-1/2"" SCHEDULE 160 2"" & LARGER CALC WALL THICKNESS  FLANGES: CLASS 1500, RTJ, FORGED INCOLOY 825 (UNS N08225), ASTM B564, ANNEALED, ALLOWABLE STRESSES IN ACCORDANCE WITH  INCO ALLOY INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"", LATEST EDITION. THE FINISHED PRODUCT SHALL BE LIQUID PENETRANT EXAMINED ON ALL ACCESSIBLE SURFACES IN ACCORDANCE WITH ASTM RECOMMENDED PRACTICE E 165.  1/2"" - 1-1/2"" SOCKETWELD, SCHEDULE 160 BORE 2"" & LARGER WELD NECK, BORE TO MATCH PIPE  WELDOLET/SOCKOLET: FORGED INCOLOY ALLOY 825  (UNS N08225), ASTM B564, ANNEALED, ALLOWABLE STRESSES IN ACCORDANCE WITH ASME SECTION VIII, DIV. I, LATEST EDITION, CHEMICAL AND MECHANICAL PROPERTIES IN ACCORDANCE WITH THE INCO ALLOY INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"", LATEST EDITION. THE FINISHED PRODUCT SHALL BE LIQUID PENETRANT EXAMINED ON ALL ACCESSIBLE SURFACES IN ACCORDANCE WITH ASTM RECOMMENDED PRACTICE E 165.  B. POSTWELD HEAT TREATMENT POSTWELD HEAT TREATMENT IS REQUIRED FOR 321SS PIPING BUTTWELDS (SW EXCLUDED), INCLUDING BUTTWELDS BETWEEN 321SS AND INCOLOY 825. BUTTWELDS BETWEEN PIPING AND 347SS VALVES, BETWEEN 347SS DRAIN VALVES AND INCOLOY 825 PIPE AND ALL WELDS IN THE 321SS PIPING DOWNSTREAM OF THE DRAIN VALVES NEED NOT BE POSTWELD HEAT TREATED. ",
JAC ,HYDROCARBON LIQUID & VAPOR,CL 2500 RJ,ASME B16.5,750F,"0.125""",CARBON STEEL,CL 9000 SW,CARBON STEEL,12 CR/ STEL,SOFT IRON OVAL RING,B7 STUD,S-02, ,,2008-1-12,"GATE VALVES IN SIZES 2"" AND SMALLER ARE CONSIDERED TIGHT SHUT OFF IN ACCORDANCE WITH API 598 (ZERO LEAK DURING SEAT TEST). USE GATE VALVES IN THIS SIZE RANGE IN LIEU OF ORBIT VALVES FOR VENTS AND DRAINS.","A. EXISTING PLUG VALVES SHOULD BE REPLACED WITH ORBIT VALVES.  B. FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
JPCV,H2 OR H2HC MIXTURES (H2 PARTIAL PRESSURE 50 PSIA OR GREATER),CL 2500 RJ,ASME B16.5,1000F,"0.125""",HF MODIFIED/ 321SS,CL 9000 SW,347SS,347SS/ STEL,347SS OVAL RING,B16 STUD,S-05,PWHT FOR SERVICE,,2008-1-12,"A.  DRAIN AND LOW POINT PIPING  MATERIALS FOR DRAIN AND LOW POINT PIPING SHALL BE INCOLOY ALLOY 825 FOR WELDOLET, SOCKOLET, AND PIPE NIPPLE(S), AND 347 STAINLESS STEEL BLOCK VALVE(S) (DOUBLE BLOCK). PIPING DOWNSTREAM OF THE SECOND BLOCK VALVE MAY BE 321 STAINLESS STEEL. THE INCOLOY ALLOY 825 SHALL CONFORM TO THE FOLLOWING:  PIPE: SEAMLESS, INCOLOY ALLOY 825 (UNS N08225), ASTM B423, ANNEALED, PLAIN ENDS, ALLOWABLE STRESSES IN ACCORDANCE WITH ASME SECTION VIII, DIV. 1, LATEST EDITION, CHEMICAL AND MECHANICAL PROPERTIES IN ACCORDANCE WITH THE INCO ALLOYS INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"",  LATEST EDITION.  1/2"" - 1-1/2"" SCHEDULE XXS 2"" & LARGER CALC WALL THICKNESS  FLANGES: CLASS 1500, RTJ, FORGED INCOLOY 825 (UNS N08225), ASTM B564, ANNEALED, ALLOWABLE STRESSES IN ACCORDANCE WITH  INCO ALLOY INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"", LATEST EDITION. THE FINISHED PRODUCT SHALL BE LIQUID PENETRANT EXAMINED ON ALL ACCESSIBLE SURFACES IN ACCORDANCE WITH ASTM RECOMMENDED PRACTICE E 165.  1/2"" - 1-1/2"" WELD NECK, SCHEDULE XXS BORE 2"" & LARGER WELD NECK, BORE TO MATCH PIPE  WELDOLET/SOCKOLET: FORGED INCOLOY ALLOY 825  (UNS N08225), ASTM B564, ANNEALED, ALLOWABLE STRESSES IN ACCORDANCE WITH ASME SECTION VIII, DIV. I, LATEST EDITION, CHEMICAL AND MECHANICAL PROPERTIES IN ACCORDANCE WITH THE INCO ALLOY INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"", LATEST EDITION.  THE FINISHED PRODUCT SHALL BE LIQUID PENETRANT EXAMINED ON ALL ACCESSIBLE SURFACES IN ACCORDANCE WITH ASTM RECOMMENDED PRACTICE E 165.  B. POSTWELD HEAT TREATMENT POSTWELD HEAT TREATMENT IS REQUIRED FOR 321SS PIPING BUTTWELDS (SW EXCLUDED), INCLUDING BUTTWELDS BETWEEN 321SS AND INCOLOY 825. WELDS BETWEEN PIPING AND 347SS VALVES, BETWEEN 347SS DRAIN VALVES AND INCOLOY 825 PIPE AND ALL WELDS IN THE 321SS PIPING DOWNSTREAM OF THE DRAIN VALVES NEED NOT BE POSTWELD HEAT TREATED.","FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
JQ  ,H2 OR H2HC MIXTURES (H2 PARTIAL PRESSURE 50 PSIA OR GREATER),CL 2500 RJ,ASME B16.5,1000F,"0.0625""",321SS,CL 9000 SW,347SS,347SS/ STEL,347SS OVAL RING,B16 STUD,S-05,PWHT FOR SERVICE,,2008-1-12,"A.  DRAIN AND LOW POINT PIPING MATERIALS FOR DRAIN AND LOW POINT PIPING SHALL BE INCOLOY ALLOY 825 FOR WELDOLET, SOCKOLET, AND PIPE NIPPLE(S), AND 347 STAINLESS STEEL BLOCK VALVE(S) (DOUBLE BLOCK). PIPING DOWNSTREAM OF THE SECOND BLOCK VALVE MAY BE 321 STAINLESS STEEL. THE INCOLOY ALLOY 825 SHALL CONFORM TO THE FOLLOWING:  PIPE: SEAMLESS, INCOLOY ALLOY 825 (UNS N08225), ASTM B423, ANNEALED, PLAIN ENDS, ALLOWABLE STRESSES IN ACCORDANCE WITH ASME SECTION VIII, DIV. 1, LATEST EDITION, CHEMICAL AND MECHANICAL PROPERTIES IN ACCORDANCE WITH THE INCO ALLOYS INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"", LATEST EDITION.  1/2"" - 1-1/2"" SCHEDULE XXS 2"" & LARGER CALC WALL THICKNESS  FLANGES: CLASS 1500, RTJ, FORGED INCOLOY 825 (UNS N08225), ASTM B564, ANNEALED, ALLOWABLE STRESSES IN ACCORDANCE WITH  INCO ALLOY INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"", LATEST EDITION. THE FINISHED PRODUCT SHALL BE LIQUID PENETRANT EXAMINED ON ALL ACCESSIBLE SURFACES IN ACCORDANCE WITH ASTM RECOMMENDED PRACTICE E 165.  1/2"" - 1-1/2"" WELD NECK, SCHEDULE XXS BORE 2"" & LARGER WELD NECK, BORE TO MATCH PIPE  WELDOLET/SOCKOLET: FORGED INCOLOY ALLOY 825  (UNS N08225), ASTM B564, ANNEALED, ALLOWABLE STRESSES IN ACCORDANCE WITH ASME SECTION VIII, DIV. I, LATEST EDITION, CHEMICAL AND MECHANICAL PROPERTIES IN ACCORDANCE WITH THE INCO ALLOY INTERNATIONAL PUBLICATION ENTITLED ""INCOLOY ALLOY 825"", LATEST EDITION. THE FINISHED PRODUCT SHALL BE LIQUID PENETRANT EXAMINED ON ALL ACCESSIBLE SURFACES IN ACCORDANCE WITH ASTM RECOMMENDED PRACTICE E 165.  B. POSTWELD HEAT TREATMENT POSTWELD HEAT TREATMENT IS REQUIRED FOR 321SS PIPING BUTTWELDS (SW EXCLUDED), INCLUDING BUTTWELDS BETWEEN 321SS AND INCOLOY 825. BUTTWELDS BETWEEN PIPING AND 347SS VALVES, BETWEEN 347SS DRAIN VALVES AND INCOLOY 825 PIPE AND ALL WELDS IN THE 321SS PIPING DOWNSTREAM OF THE DRAIN VALVES NEED NOT BE POSTWELD HEAT TREATED. ","FOR VALVE REPLACEMENT, FIELD VERIFY EXISTING END-TO-END DIMENSION AND COMPARE WITH CURRENT DIMENSIONS OF APPROVED VALVES."
KJ1 ,HYDRAULIC OIL,CLASS 9000,10200 PSIG,250F MAX.,NONE,304 SS,CLASS 9000 SW,NONE,NONE,NONE,NONE,NONE, ,,2008-1-12,,
